MARCA TEMPORAL;PAÍS;UNIVERSIDAD;OTRA UNIVERSIDAD;GENERO UNIVERSIDAD;LA PANDEMIA EXTENDIÓ MIS HORAS DE TRABAJO;DURANTE LA PANDEMIA MODIFIQUÉ LAS RUTINAS (INTERACCIÓN, ATENCIÓN, REUNIONES), DENTRO DE MI TRABAJO;LA CONCENTRACIÓN O ATENCIÓN EN EL TRABAJO FUERON ALTERADOS POR LA PANDEMIA.;HA PRESENTADO DIFICULTADES EN LAS RELACIONES LABORALES CON SU SUPERIOR DURANTE LA PANDEMIA;¿CONSIDERA QUE LA INTERACCIÓN VIRTUAL CON SUS JEFES, PUEDE CONTRIBUIR A SU SALUD MENTAL?.;¿ESTÁ DE ACUERDO EN QUE LOS SENTIMIENTOS (AFECTOS, EMOCIONES) FUERON ALTERADOS POR LA PANDEMIA?;CONSIDERO QUE EL EQUILIBRIO MENTAL, CONTRIBUYE AL RENDIMIENTO LABORAL. *;HE TENIDO QUE INTERACTUAR DURANTE LA PANDEMIA, CON PERSONAS QUE PRESENTAN FACTORES DE RIESGO MENTAL.;¿CONSIDERA QUE LOS PROCESOS DE PREVENCIÓN, DISMINUYEN EL NÚMERO DE CASOS DE ALTERACIONES MENTALES DURANTE LA PANDEMIA?;HE VISTO UN AVANCE SIGNIFICATIVO DURANTE LA PANDEMIA EN LOS TEMAS DE SALUD MENTAL, COMO UNA PRIORIDAD GLOBAL;HE USADO ESTRATEGIAS DE AUTOCUIDADO MENTAL (MEDITACIÓN, ACTIVIDAD FÍSICA, ETC), PORQUE CONSIDERO QUE CONTRIBUYEN A LA SALUD MENTAL. *;CONTESTE LA SIGUIENTE PREGUNTA, SOLO SI USTED HA TENIDO UNA ALTERACIÓN EN SU SALUD MENTAL DURANTE LA PANDEMIA Y PUDO HABLAR/COMPARTIR LO QUE LE PASABA(AFECTOS EMOCIONES), CON SUS PARES O SUPERIORES.  ¿EL APOYO EMOCIONAL RECIBIDO DURANTE LA PANDEMIA (POR PARES O SUPERIORES), LE PERMITIÓ MANEJAR SU SALUD MENTAL?
2021-07-06 10:53:51.033102;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;2;4;3;2;4;5;4;2;4;4;4;
2021-07-06 11:46:41.184225;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;2;4;2;2;3;4;2;2;3;2;4;3
2021-07-06 11:47:46.616882;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;2;5;2;3;4;4;3;3;4;2;4;3
2021-07-06 11:50:33.732883;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;1;3;3;2;4;4;5;1;3;3;3;
2021-07-06 12:08:00.037651;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;4;5;5;3;4;5;5;4;3;4;4;
2021-07-06 12:23:19.737808;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;4;5;4;4;4;5;5;2;5;4;2;3
2021-07-06 12:31:54.885333;BRASIL;;NINGUNA;FEMENINO;3;4;4;2;4;4;4;4;2;3;2;1
2021-07-06 12:41:32.733603;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;5;5;5;4;2;5;5;4;4;5;5;
2021-07-06 12:49:18.100201;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;3;4;3;3;2;4;4;4;4;3;2;3
2021-07-06 13:19:10.235552;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;5;5;3;2;3;5;5;2;4;1;2;2
2021-07-06 13:26:04.558093;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;1;4;1;1;3;4;4;1;4;4;4;
2021-07-06 14:09:15.355141;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;1;5;3;1;3;4;5;2;4;4;5;3
2021-07-06 14:18:40.528066;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;1;4;3;3;4;4;5;3;5;4;5;3
2021-07-06 16:00:13.801181;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;2;1;2;2;4;4;4;1;4;4;1;3
2021-07-06 21:24:46.159086;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;4;5;4;3;2;4;4;4;4;4;3;
2021-07-06 23:14:46.654611;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;5;4;4;4;3;2;5;2;1;3;1;3
2021-07-07 06:16:45.518085;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;2;5;5;5;4;5;4;5;5;5;3;2
2021-07-07 08:17:50.410229;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;2;5;4;2;3;5;5;5;5;2;5;4
2021-07-07 16:25:17.312965;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;MASCULINO;3;5;5;4;4;5;5;4;4;4;4;5
2021-07-15 07:29:27.109758;BOLIVIA;UNIVERSIDAD DE SAN FRANCISCO XAVIER DE CHUQUISACA;;MASCULINO;5;5;5;4;5;5;5;4;5;5;4;4
2021-07-15 09:34:25.706227;COLOMBIA;CORPORACION UNIVERSITARIA UNITEC;;FEMENINO;5;5;5;3;4;5;5;3;5;5;4;
2021-07-20 07:01:37.116574;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;2;2;2;1;3;2;4;2;4;2;4;4
2021-07-20 07:27:08.029262;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;4;2;3;5;2;4;4;4;1;2;3;3
2021-08-31 07:57:45.115160;BRASIL;CENTRO UNIVERSITARIO DO INSTITUTO MAUA DE TECNOLOGIA;;FEMENINO;4;4;4;2;2;4;4;4;4;3;3;4
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
